Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4759513;;0;533.49;1;2.31;FT671;O=C(C[C@@H](C(F)F)n1ccc(F)n1)N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;IC50;'=';52.0;nM;7.28;;;UO_0000065;13.65;0.26;4.97;6.56;0;CHEMBL4728079;Inhibition of recombinant human His-tagged USP7 (208 to 560 residues) expressed in Hi-five Sf9 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 1 hr by fluorescence based assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;TIME = 1.0 hr
CHEMBL4859149;;0;470.37;0;3.15;B15;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3cc(Br)ccc3c2=O)CC1;IC50;'=';27410.0;nM;4.56;;;UO_0000065;9.70;0.21;1.41;6.05;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4851885;;0;447.94;0;2.57;B24;Cc1ccc(S(=O)(=O)N2CCC(O)(Cn3cnc4cc(Cl)ccc4c3=O)CC2)cc1;Inhibition;'=';0.8;%;;;;UO_0000187;;;;;0;CHEMBL4811988;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay relative to control;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4795627;;0;451.48;0;2.89;L24;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc(F)cc2)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4779621;;0;467.93;0;3.40;L26;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2cccc(Cl)c2)CC1;Inhibition;'=';23.9;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4847922;;0;398.85;0;2.11;B8;O=C(c1ccccn1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;Inhibition;'<';50.0;%;;;;UO_0000187;;;;;0;CHEMBL4811988;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay relative to control;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4292244;;0;381.43;0;1.98;5;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3ccoc3c2=O)CC1;IC50;'=';115000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4279330;;0;510.60;1;3.22;26;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(C#N)c4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';150.0;nM;6.82;;;UO_0000065;13.36;0.25;3.60;5.83;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4747202;;0;445.46;0;2.02;L8;N#Cc1cccnc1N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4786327;;0;509.51;1;2.67;L43;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)c(F)c1;IC50;'=';800.0;nM;6.10;;;UO_0000065;11.97;0.23;3.43;5.95;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4746327;;0;421.44;0;1.54;L2;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ncccn2)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4785959;;0;470.51;0;3.30;L3;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ccc3ccccc3n2)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4752405;;0;448.46;0;1.96;L10;O=Cc1cccnc1N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4780018;;0;478.48;0;2.66;L21;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2cccc([N+](=O)[O-])c2)CC1;Inhibition;'=';21.4;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4744346;;0;512.38;1;3.51;L28;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2Br)CC1;Inhibition;'=';68.6;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4063215;;0;293.33;0;2.99;18;Nc1nc(N)c(-c2ccc(O)cc2)cc1-c1ccc(O)cc1;Inhibition;;;%;;;Active;UO_0000187;;;;;0;CHEMBL4033118;Inhibition of USP7 in human EOL-1 cells assessed as upregulation of p21 levels at 1.3 to 5 uM after 4 hrs by Western blot analysis relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4765179;;0;501.48;1;3.77;L32;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc(C(F)(F)F)cc2)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4750763;;0;637.14;2;4.29;17;COC(=O)c1ccc(N2CCC(O)(Cn3cnc4c(-c5ccc(CNC(=O)OC(C)(C)C)cc5)n(C)nc4c3=O)CC2)c(Cl)c1;IC50;'=';208.8;nM;6.68;;;UO_0000065;10.48;0.20;2.39;4.74;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4750176;;0;628.65;1;2.80;CP4;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1.O=C(O)C(F)(F)F;IC50;'=';19.7;nM;7.71;;;UO_0000065;14.97;0.28;4.91;6.46;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4751684;;0;434.48;0;2.14;L15;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccn2)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4780764;;0;512.38;1;3.51;L29;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc(Br)cc2)CC1;Inhibition;'=';51.9;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4784320;;0;458.50;0;2.62;L31;N#Cc1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)cc1;Inhibition;'=';18.2;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4757051;;0;570.42;1;3.30;L45;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)c(Br)c1;Inhibition;'=';55.7;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4741660;;0;492.94;0;3.27;L47;N#Cc1cc(Cl)ccc1CN1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;Inhibition;'=';62.9;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4741373;;0;438.44;0;2.29;L4;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ncccc2F)CC1;Inhibition;'=';19.6;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4845880;;0;505.66;1;3.15;C9;O=C(CCc1ccccc1)N1CCC(O)(CN2C=Nc3cc(NCCN4CCCC4)ccc3C2O)CC1;Inhibition;;;%;;;Active;UO_0000187;;;;;0;CHEMBL4811998;Inhibition of USP7 in human MGC-803 cells assessed as increase in p21 expression level at 2.5 to 10 uM by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;Stomach;MGC-803;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;Dose_Lower = 2.5 microM | Dose_Upper = 10.0 microM
CHEMBL4846233;;0;479.63;0;2.61;C15;CN(C)CCNc1ccc2c(c1)N=CN(CC1(O)CCN(C(=O)CCc3ccccc3)CC1)C2O;Inhibition;;;%;;;Dose-Dependent Effect;UO_0000187;;;;;0;CHEMBL4812000;Inhibition of USP7 in human BGC-823 cells assessed as upregulation of p21 protein expression by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;Stomach;BGC-823;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;
CHEMBL4850540;;0;493.65;0;3.17;C19;CC(CC(=O)N1CCC(O)(CN2C=Nc3cc(NCCN(C)C)ccc3C2O)CC1)c1ccccc1;Inhibition;;;%;;;Dose-Dependent Effect;UO_0000187;;;;;0;CHEMBL4812000;Inhibition of USP7 in human BGC-823 cells assessed as upregulation of p21 protein expression by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;Stomach;BGC-823;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;
CHEMBL4076683;;0;304.22;0;4.80;C2;CC(=O)c1ncc(Sc2ccc(Cl)c(Cl)c2)s1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4795016;;0;478.48;0;2.66;L20;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2[N+](=O)[O-])CC1;Inhibition;'=';40.5;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4793771;;0;467.93;0;3.40;L25;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2Cl)CC1;Inhibition;'=';82.4;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4789097;;0;491.52;0;2.54;L37;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)cc1;Inhibition;'=';65.2;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4762640;;0;779.09;1;2.72;L55;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(-c5ccc(CN)cc5)n(C)nc4c3=O)CC2)c(Cl)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;Inhibition;;;%;;;Dose-dependent effect;UO_0000187;;;;;0;CHEMBL4687474;Inhibition of USP7 in human RS4-11 cells assessed as decrease in DNMT1 incubated for 24 hrs by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;Blood;RS4-11;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose_Lower = 0.1 microM | Dose_Upper = 1.0 microM | TIME = 24.0 hr
CHEMBL4847805;;0;488.59;0;3.84;C7;O=C(CCc1ccccc1)N1CCC(O)(CN2C=Nc3cc(NCc4ccco4)ccc3C2O)CC1;IC50;'=';9800.0;nM;5.01;;;UO_0000065;10.25;0.19;1.17;4.93;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4867215;;0;425.92;0;3.04;"B5; 1";O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;IC50;'=';12300.0;nM;4.91;;;UO_0000065;11.53;0.22;1.87;6.51;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4851225;;0;398.85;0;2.11;B9;O=C(c1cccnc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4850540;;0;493.65;0;3.17;C19;CC(CC(=O)N1CCC(O)(CN2C=Nc3cc(NCCN(C)C)ccc3C2O)CC1)c1ccccc1;IC50;'=';1537.0;nM;5.81;;;UO_0000065;11.78;0.22;2.64;6.34;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
